pestiKorName,regCpntQnty,pestiBrandName,compName,useName,indictSymbl,cropName,diseaseWeedName,pestiUse,dilutUnit,useSuittime,useNum
디티아논 수화제,dithianon-75,경농디치,(주)경농,살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,5회 이내
디티아논 수화제,dithianon-75,델란,한국삼공(주),살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,5회 이내
디티아논 수화제,dithianon-75,델란 ,(주)동방아그로,살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,5회 이내
디티아논 수화제,dithianon-75,팜한농디치,(주)팜한농,살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,000배",수확 21일 전까지,5회 이내
디티아논 액상수화제,dithianon-43,델란,(주)경농,살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,000배",수확 28일 전까지,4회 이내
디티아논 액상수화제,Dithianon-43,미듬탄,아그리젠토(주),살균제,카,사과,갈반병,"발병초부터 10일간격, 경엽처리","1,000배",수확 28일 전까지,4회 이내
디티아논 입상수화제,Dithianon-44,델란,(주)농협케미컬,살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,4회 이내
디티아논 입상수화제,dithianon-66,델란,(주)농협케미컬,살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,500배",수확 20일 전까지,4회 이내
디티아논 입상수화제,dithianon-66,델란,한국바스프(주),살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,500배",수확 20일 전까지,4회 이내
디티아논 입상수화제,dithianon-66,델란,한국삼공(주),살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,500배",수확 20일 전까지,4회 이내
디티아논 입상수화제,Dithianon-66,디치원,(주)케이씨생명과학,살균제,카,사과,갈반병,발생초 10일간격 경엽처리,"1,500배",수확 20일 전까지,4회 이내
디티아논.메트코나졸 입상수화제,dithianon-30metconazole-5,리스펙트,(주)동방아그로,살균제,카+사1,사과,갈반병,발병초 10일간격 경엽처리,"1,500배 ",수확 14일 전까지,4회 이내
디티아논.크레속심메틸 액상수화제,dithianon-15kresoxim-methyl-10,수고탄,한국삼공(주),살균제,카+다3,사과,갈반병,발병초 10일간격  경엽처리,"1,000배",수확 14일 전까지,5회 이내
디티아논.티오파네이트메틸 수화제,dithianon-30thiophanate-methyl-40,델란티,한국삼공(주),살균제,카+나1,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 20일 전까지,5회 이내
디티아논.플룩사피록사드 액상수화제,Dithianon-25fluxapyroxad-3,뉴페이스,(주)경농,살균제,카+다2,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,4회 이내
디티아논.피라클로스트로빈 유현탁제,dithianon-24pyraclostrobin-8,매카니,(주)팜한농,살균제,카+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 21일 전까지,4회 이내
디티아논.피라클로스트로빈 입상수화제,dithianon-12pyraclostrobin-4,매카니,(주)팜한농,살균제,카+다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 20일 전까지,5회 이내
디티아논.피라클로스트로빈 입상수화제,dithianon-12pyraclostrobin-4,매카니,한국바스프(주),살균제,카+다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 20일 전까지,5회 이내
디페노코나졸 분산성액제,difenoconazole-5,푸리온,(주)한얼싸이언스,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
디페노코나졸 수화제,Difenoconazole-10,균가네,선문그린사이언스(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 7일 전까지,5회 이내
디페노코나졸 수화제,difenoconazole-10,밀고,신젠타코리아(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 7일 전까지,5회 이내
디페노코나졸 수화제,Difenoconazole-10,유틸리티,(주)천지인바이오텍,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 7일 전까지,5회 이내
디페노코나졸 수화제,Difenoconazole-10,젠토왕,아그리젠토(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 7일 전까지,5회 이내
디페노코나졸 수화제,Difenoconazole-10,팜존,(주)케이씨생명과학,살균제,사1,사과,갈반병,발병초부터 10일간격 경엽처리,"2,000배 ",수확 7일 전까지,5회 이내
디페노코나졸 수화제,difenoconazole-10,푸르겐,(주)경농,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 7일 전까지,5회 이내
디페노코나졸 수화제,Difenoconazole-10,푸른탄,인바이오(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 7일 전까지,5회 이내
디페노코나졸 수화제,Difenoconazole-10,푸리온,(주)한얼싸이언스,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 7일 전까지,5회 이내
디페노코나졸 수화제,Difenoconazole-10,핵탄,(주)유일,살균제,사1,사과,갈반병,발병초부터 10일간격 경엽처리,"2,000배",수확 7일 전까지,5회 이내
디페노코나졸 수화제,Difenoconazole-10,흑성.갈반뚝,(주)대유,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 7일 전까지,5회 이내
디페노코나졸 액상수화제,Difenoconazole-10,다이안켓,위즈팜,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 액상수화제,difenoconazole-10,로티플,인바이오(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 액상수화제,Difenoconazole-10,매직덴트,㈜이엑스아이디,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 액상수화제,Difenoconazole-10,아이템,지넥스(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 액상수화제,difenoconazole-10,푸름이,(주)팜한농,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 입상수화제,Difenoconazole-10,갈반․탄저․마름뚝,(주)대유,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 입상수화제,Difenoconazole-10,내비균,(주)태준아그로텍,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 입상수화제,Difenoconazole-10,내비균,(주)태준아그로텍,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 입상수화제,Difenoconazole-10,내비균,미래아그로,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 입상수화제,difenoconazole-10,보가드,신젠타코리아(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 입상수화제,Difenoconazole-10,캐취존,아그리젠토(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸 입상수화제,Difenoconazole-10,푸른탄,인바이오(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸.디티아논 입상수화제,Difenoconazole-4Dithianon-30,그랑프리,성보화학(주),살균제,사1+카,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,4회 이내
디페노코나졸.이미녹타딘트리아세테이트 미탁제,difenoconazole-3iminoctadine triacetate-15,삼진왕,(주)경농,살균제,사1+카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,5회 이내
디페노코나졸.이미녹타딘트리아세테이트 미탁제,Difenoconazole-3Iminoctadine triacetate-15,처방사,인바이오(주),살균제,사1+카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,5회 이내
디페노코나졸.크레속심메틸 액상수화제,difenoconazole-6kresoxim-methyl-20,올레디,(주)경농,살균제,사1+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
디페노코나졸.테부코나졸 수화제,Difenoconazole-6Tebuconazole-15,작살탄,(주)유일,살균제,사1+사1,사과,갈반병,발병초10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
디페노코나졸.테부코나졸 액상수화제,difenoconazole-6tebuconazole-15,메가킹,(주)경농,살균제,사1+사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 21일 전까지,5회 이내
디페노코나졸.티오파네이트메틸 액상수화제,difenoconazole-4thiophanate-methyl-20,포커스,성보화학(주),살균제,사1+나1,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 7일 전까지,4회 이내
디페노코나졸.폴리옥신디 수화제,difenoconazole-4polyoxin d-2.5,뉴리더,(주)경농,살균제,사1+아4,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
디페노코나졸.폴리옥신비 수화제,difenoconazole-8polyoxin b-10,마법사,(주)팜한농,살균제,사1+아4,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,4회 이내
디페노코나졸.플루아지남 수화제,difenoconazole-7fluazinam-40,바이블,(주)팜한농,살균제,사1+다5,사과,갈반병,발병초 10일간격  경엽처리,"2,000배",수확 30일 전까지,4회 이내
디페노코나졸.플룩사피록사드 액상수화제,Difenoconazole-4.7Fluxapyroxad-7,롱케어,(주)농협케미컬,살균제,사1+다2,사과,갈반병,발병초 10일간격   경엽처리,"2,000배",수확 21일 전까지,3회 이내
디페노코나졸.피라클로스트로빈 액상수화제,Difenoconazole-4Pyraclostrobin-8,다놀라,(주)경농,살균제,사1+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
디페노코나졸.피리벤카브 액상수화제,Difenoconazole-6pyribencarb-10,차단,한국삼공(주),살균제,사1+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,000배 ",수확 21일 전까지,4회 이내
만데스트로빈 액상수화제,mandestrobin-40,만데스,(주)팜한농,살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 21일 전까지,4회 이내
만코제브 수화제,mancozeb-75,다이 젠엔,(주)대유,살균제,카,사과,갈반병,6월 상순부터 10일간격 경엽처리,500배,수확 30일 전까지,5회 이내
만코제브 수화제,mancozeb-75,다이센엠-45,(주)경농,살균제,카,사과,갈반병,6월 상순부터 10일간격 경엽처리,500배,수확 30일 전까지,5회 이내
만코제브 수화제,mancozeb-75,다이센엠45,(주)팜한농,살균제,카,사과,갈반병,6월 상순부터 10일간격 경엽처리,500배,수확 30일 전까지,5회 이내
만코제브 수화제,mancozeb-75,동방만코지,(주)동방아그로,살균제,카,사과,갈반병,6월 상순부터 10일간격 경엽처리,500배,수확 30일 전까지,5회 이내
만코제브 수화제,Mancozeb-75,선문만코지,선문그린사이언스(주),살균제,카,사과,갈반병,6월 상순부터 10일간격 경엽처리,500배,수확 30일 전까지,5회 이내
만코제브 수화제,mancozeb-75,성보만코지,성보화학(주),살균제,카,사과,갈반병,6월 상순부터 10일간격 경엽처리,500배,수확 30일 전까지,5회 이내
만코제브 수화제,mancozeb-75,아리만코지,(주)농협케미컬,살균제,카,사과,갈반병,6월 상순부터 10일간격 경엽처리,500배,수확 30일 전까지,5회 이내
만코제브 수화제,mancozeb-75,탄자비,한국삼공(주),살균제,카,사과,갈반병,6월 상순부터 10일간격 경엽처리,500배,수확 30일 전까지,5회 이내
메트코나졸 액상수화제,Metconazole-20,디렉터,(주)한얼싸이언스,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"3,000배",수확 14일전,5회 이내
메트코나졸 액상수화제,metconazole-20,살림꾼,(주)동방아그로,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"3,000배",수확 14일 전까지,5회 이내
메트코나졸 입상수화제,metconazole-20,살림꾼,(주)동방아그로,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"3,000배",수확 14일 전까지,4회 이내
메트코나졸.티오파네이트메틸 입상수화제,metconazole-6thiophanate-methyl-50,대몽,(주)동방아그로,살균제,사1+나1,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,4회 이내
메트코나졸.피라클로스트로빈 액상수화제,Metconazole-8Pyraclostrobin-9,일등탄,(주)동방아그로,살균제,사1+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
메펜트리플루코나졸 액상수화제,Mefentrifluconazole-10,레빅사,한국삼공(주),살균제,-,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
메펜트리플루코나졸 입상수화제,Mefentrifluconazole-10,렌비어,(주)농협케미컬,살균제,-,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,4회 이내
메펜트리플루코나졸.피라클로스트로빈 액상수화제,Mefentrifluconazole-5Pyraclostrobin-9,멜리아,(주)농협케미컬,살균제,+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
보스칼리드 정제상수화제,Boscalid-47,새로탄,(주)팜한농,살균제,다2,사과,갈반병,발병초 10일간격 경엽처리,"3,000배 ",수확 21일 전까지,4회 이내
보스칼리드.크레속심메틸 액상수화제,Boscalid-18.2Kresoxim-methyl-9.1,가이드,(주)태준아그로텍,살균제,다2+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,500배",수확 30일전,5회 이내
보스칼리드.크레속심메틸 액상수화제,Boscalid-18.2Kresoxim-methyl-9.1,코리스,성보화학(주),살균제,다2+다3,사과,갈반병,발병초 7일간격 경엽처리,"2,500배",수확 30일 전까지,5회 이내
보스칼리드.크레속심메틸 액상수화제,Boscalid-18.2Kresoxim-methyl-9.1,코리스,성보화학(주),살균제,다2+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,500배",수확 30일 전까지,5회 이내
보스칼리드.크레속심메틸 액상수화제,boscalid-18.2kresoxim-methyl-9.1,코리스,한국바스프(주),살균제,다2+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,500배",수확 30일 전까지,5회 이내
보스칼리드.피라클로스트로빈 액상수화제,boscalid-13.6pyraclostrobin-8,벨리스에스,(주)경농,살균제,다2+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 30일 전까지,5회 이내
보스칼리드.피라클로스트로빈 입상수화제,boscalid-13.6pyraclostrobin-6.8,벨리스플러스,(주)경농,살균제,다2+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 30일 전까지,5회 이내
보스칼리드.피라클로스트로빈 입상수화제,boscalid-13.6pyraclostrobin-6.8,벨리스플러스,한국바스프(주),살균제,다2+다3,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 30일 전까지,5회 이내
사이프로디닐.디페노코나졸 유탁제,cyprodinil-24.14difenoconazole-8.38,맘모스,신젠타코리아(주),살균제,라1+사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,4회 이내
사이프로코나졸 액제,cyproconazole-4.5,닥터농,(주)팜한농,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"3,000배",수확 40일 전까지,5회 이내
사이프로코나졸 액제,Cyproconazole-4.5,아테미,(주)경농,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"3,000배",수확 40일 전까지,5회 이내
사이프로코나졸 액제,cyproconazole-4.5,아테미,신젠타코리아(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"3,000배",수확 40일 전까지,5회 이내
시메코나졸 수화제,simeconazole-20,디펜더,(주)동방아그로,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,4회 이내
아시벤졸라-에스-메틸.디티아논 액상수화제,acibenzolar-s-methyl-1.75dithianon-30,아로빈,신젠타코리아(주),살균제,차1+카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,4회 이내
아시벤졸라-에스-메틸.클로로탈로닐 액상수화제,acibenzolar-s-methyl-1.42chlorothalonil-44.5,아리미소진,신젠타코리아(주),살균제,차1+카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,3회 이내
아이소페타미드 액상수화제,Isofetamid-36,크리올,ISK바이오사이언스 코리아(주),살균제,다2,사과,갈반병,발병초 10일간격 경엽처리,"1,500배",수확 14일전,3회 이내
아이소페타미드.테부코나졸 액상수화제,Isofetamid-15Tebuconazole-6,쾌지나,(주)경농,살균제,다2+사1,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,3회 이내
아족시스트로빈 수화제,Azoxystrobin-10,균메카,(주)신농팜케미컬,살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,Azoxystrobin-10,균메카,(주)케이씨생명과학,살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,azoxystrobin-10,나타나,한국삼공(주),살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,Azoxystrobin-10,두루두루,지넥스(주),살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,azoxystrobin-10,센세이션,(주)팜한농,살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,azoxystrobin-10,아미스타,신젠타코리아(주),살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,Azoxystrobin-10,아미트라,아그리젠토(주),살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,Azoxystrobin-10,아티스트,(주)한얼싸이언스,살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,Azoxystrobin-10,탄저.역병뚝,(주)대유,살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈.디페노코나졸 입상수화제,Azoxystrobin-12Difenoconazole-6,길쌈,(주)팜한농,살균제,다3+사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,4회 이내
아족시스트로빈.테부코나졸 액상수화제,Azoxystrobin-7.2Tebuconazole-14.8,와이카두,(유)로탐라이프사이언스코리아,살균제,다3+사1,사과,갈반병,발병초 10일간격  경엽처리,"1,500배",수확 21일 전까지,4회 이내
아족시스트로빈.티오파네이트메틸 액상수화제,Azoxystrobin-15thiophanate-methyl-10,백작,(주)팜한농,살균제,다3+나1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 21일 전까지,5회 이내
이미녹타딘트리스알베실레이트 수화제,iminoctadine tris(albesilate)-40,벨쿠트,(주)경농,살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
이미녹타딘트리스알베실레이트 액상수화제,iminoctadine tris(albesilate)-30,부티나,(주)팜한농,살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,5회 이내
이미녹타딘트리스알베실레이트 액상수화제,iminoctadine tris(albesilate)-30,탈렌트,(주)동방아그로,살균제,카,사과,갈반병,발병초 10일간격  경엽처리,"1,000배",수확 21일 전까지,5회 이내
이미녹타딘트리스알베실레이트 유탁제,Iminoctadine tris(albesilate)-30,강추,(주)팜한농,살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,4회 이내
이미녹타딘트리스알베실레이트.티람 수화제,iminoctadine tris(albesilate)-20thiram-48,참조네,(주)동방아그로,살균제,카+카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
이미녹타딘트리스알베실레이트.티오파네이트메틸 수화제,iminoctadine tris(albesilate)-20thiophanate-methyl-40,신기타,(주)동방아그로,살균제,카+나1,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,4회 이내
이미녹타딘트리스알베실레이트.폴리옥신비 수화제,iminoctadine tris(albesilate)-20polyoxin b-10,적토마,(주)팜한농,살균제,카+아4,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 21일 전까지,5회 이내
이미녹타딘트리아세테이트 액제,Iminoctadine triacetate-25,골드라인,아그리젠토(주),살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,500배",수확 30일 전까지,5회 이내
이미녹타딘트리아세테이트 액제,iminoctadine triacetate-25,듀팩,인바이오(주),살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,500배",수확 30일 전까지,5회 이내
이미녹타딘트리아세테이트 액제,iminoctadine triacetate-25,만병탄,한국삼공(주),살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,500배",수확 30일 전까지,5회 이내
이미녹타딘트리아세테이트 액제,iminoctadine triacetate-25,베푸란,(주)동방아그로,살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,500배",수확 30일 전까지,5회 이내
이미녹타딘트리아세테이트 액제,iminoctadine triacetate-25,베푸란,(주)팜한농,살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,500배",수확 30일 전까지,5회 이내
이미녹타딘트리아세테이트 액제,iminoctadine triacetate-25,영일탑,(주)농협케미컬,살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,500배",수확 30일 전까지,5회 이내
이미녹타딘트리아세테이트 액제,iminoctadine triacetate-25,영파워,(주)경농,살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,500배",수확 30일 전까지,5회 이내
이미녹타딘트리아세테이트 액제,iminoctadine triacetate-25,탄부란,선문그린사이언스(주),살균제,카,사과,갈반병,발병초부터 10일간격 경엽처리,"1,500배",수확 30일 전까지,5회 이내
이미녹타딘트리아세테이트.펜티오피라드 액상수화제,Iminoctadine triacetate-17.5penthiopyrad-3,미사일,(주)경농,살균제,카+다2,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,4회 이내
이미벤코나졸 입상수화제,imibenconazole-30,블랙홀,(주)동방아그로,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"4,000배",수확 14일전,3회 이내
이프로디온.트리플록시스트로빈 입상수화제,iprodione-30trifloxystrobin-8,찬찬,(주)동방아그로,살균제,마3+다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,4회 이내
카벤다짐.크레속심메틸 수화제,carbendazim-40kresoxim-methyl-20,탄제로,(주)동방아그로,살균제,나1+다3,사과,갈반병,발병초 10일간격 경엽처리,"1,500배",수확 30일 전까지,3회 이내
카벤다짐.크레속심메틸 수화제,Carbendazim-40Kresoxim-methyl-20,탄제로,(주)한얼싸이언스,살균제,나1+다3,사과,갈반병,발병초 10일간격 경엽처리,"1,500배",수확 30일전,3회 이내
카벤다짐.테부코나졸 수화제,carbendazim-3tebuconazole-22,탄자꼬,선문그린사이언스(주),살균제,나1+사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,4회 이내
카벤다짐.테부코나졸 액상수화제,Carbendazim-12.5Tebuconazole-12.5,탄탄,(유)로탐라이프사이언스코리아,살균제,나1+사1,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,3회 이내
카벤다짐.폴리옥신디 수화제,carbendazim-50polyoxin d-1.5,차세대,(주)농협케미컬,살균제,나1+아4,사과,갈반병,발병초부터 10일간격 경엽처리,"1,000배",수확 21일 전까지,5회 이내
캡탄 입상수화제,Captan-80,머판,한국마간(주),살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,4회 이내
캡탄.테부코나졸 액상수화제,Captan-26.6Tebuconazole-6.6,캐피즈,아다마코리아(주),살균제,카+사1,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,4회 이내
캡탄.테부코나졸 정제상수화제,Captan-30Tebuconazole-5,나이코,(주)팜한농,살균제,카+사1,사과,갈반병,발병초 10일간격 경엽처리,500배,수확 14일 전까지,4회 이내
캡탄.트리플록시스트로빈 입상수화제,Captan-40Trifloxystrobin-8,캡틴에이,(주)농협케미컬,살균제,카+다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,3회 이내
코퍼설페이트베이식 수화제,copper sulfate basic-58,네오보르도,(주)농협케미컬,살균제,카,사과,갈반병,발병초 10일간격  경엽처리,"1,000배",-,-
크레속심메틸 액상수화제,Kresoxim-methyl-44.2,스트로비,(주)농협케미컬,살균제,다3,사과,갈반병,발병초부터 10일간격 경엽처리,"3,000배",수확 21일 전까지,3회 이내
크레속심메틸 액상수화제,kresoxim-methyl-44.2,스트로비,(주)농협케미컬,살균제,다3,사과,갈반병,발병초부터 10일간격 경엽처리,"3,000배",수확 21일 전까지,3회 이내
크레속심메틸 입상수화제,Kresoxim-methyl-50,미소팜,아그리젠토(주),살균제,다3,사과,갈반병,발병초 10일간격 경엽처리,"3,000배",수확 14일 전까지,4회 이내
크레속심메틸 입상수화제,kresoxim-methyl-50,해비치,성보화학(주),살균제,다3,사과,갈반병,발병초부터 10일간격 경엽처리,"3,000배",수확 14일 전까지,4회 이내
크레속심메틸.메트코나졸 입상수화제,kresoxim-methyl-20metconazole-10,혜성,(주)동방아그로,살균제,다3+사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 14일 전까지,4회 이내
클로로탈로닐 액상수화제,chlorothalonil-53,다코닐에이스,(주)경농,살균제,카,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 30일 전까지,3회 이내
클로로탈로닐.디티아논 액상수화제,chlorothalonil-20dithianon-15,탄저도사,(주)한얼싸이언스,살균제,카+카,사과,갈반병,발병초 10일간격 경엽처리,800배,수확 21일 전까지,3회 이내
클로로탈로닐.디페노코나졸 액상수화제,chlorothalonil-20difenoconazole-4,단단,(주)농협케미컬,살균제,카+사1,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 21일 전까지,5회 이내
클로로탈로닐.디페노코나졸 입상수화제,chlorothalonil-20difenoconazole-4,이지팜,(주)팜한농,살균제,카+사1,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,4회 이내
클로로탈로닐.크레속심메틸 액상수화제,chlorothalonil-35kresoxim-methyl-7,경탄,(주)농협케미컬,살균제,카+다3,사과,갈반병,발병초 10일간격 경엽처리,"1,000배",수확 30일 전까지,4회 이내
클로로탈로닐.테부코나졸 액상수화제,Chlorothalonil-23Tebuconazole-23,히든탄,아그리젠토(주),살균제,카+사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 30일 전까지,3회 이내
클로로탈로닐.피라클로스트로빈 액상수화제,Chlorothalonil-25Pyraclostrobin-8,탄저왕,(주)동방아그로,살균제,카+다3,사과,갈반병,발병초 10일간격 경엽처리,"1,500배",수확 21일 전까지,3회 이내
테부코나졸 수화제,Tebuconazole-25,균어택,(주)대유,살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
테부코나졸 수화제,tebuconazole-25,실바코,바이엘크롭사이언스(주),살균제,사1,사과,갈반병,발병초 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
