pestiKorName,regCpntQnty,pestiBrandName,compName,useName,indictSymbl,cropName,diseaseWeedName,pestiUse,dilutUnit,useSuittime,useNum
프로피네브 수화제,propineb-70,팜한농프로피,(주)팜한농,살균제,카,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,500배,수확 7일 전까지,5회 이내
프로피네브 수화제,Propineb-70,프로랭스,아그리젠토(주),살균제,카,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,500배,수확 7일 전까지,5회 이내
프로피네브.피라클로스트로빈 입상수화제,Propineb-60Pyraclostrobin-5,탄젠트,(주)한얼싸이언스,살균제,카+다3,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,"1,000배",수확 21일전,3회 이내
프로피코나졸.테부코나졸 유현탁제,propiconazole-10tebuconazole-12,영일베스트,(주)농협케미컬,살균제,사1+사1,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,"2,000배",수확 14일 전까지,5회 이내
플루실라졸.크레속심메틸 액상수화제,flusilazole-1.5kresoxim-methyl-10,귀품,(주)팜한농,살균제,사1+다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"1,000배",수확 30일 전까지,3회 이내
플루아지남 수화제,Fluazinam-50,디펜솔,팜아그로텍(주),살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 수화제,Fluazinam-50,원티드,(주)한얼싸이언스,살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 수화제,Fluazinam-50,큰살림,지넥스(주),살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 수화제,Fluazinam-50,프로파티,(주)경농,살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 수화제,fluazinam-50,프로파티,ISK바이오사이언스 코리아(주),살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 수화제,Fluazinam-50,후론골드,인바이오(주),살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 수화제,fluazinam-50,후론사이드,(주)팜한농,살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 수화제,Fluazinam-50,후론스타,(주)신농팜케미컬,살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 수화제,Fluazinam-50,후론스타,(주)케이씨생명과학,살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 액상수화제,Fluazinam-50,루비콘 ,(주)한얼싸이언스,살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 액상수화제,fluazinam-50,모두랑,(주)팜한농,살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 액상수화제,Fluazinam-50,언더힐,아진케미칼(주),살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 액상수화제,Fluazinam-50,우람,(주)농협케미컬,살균제,다5,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"2,500배",수확 45일 전까지,5회 이내
플루아지남 액상수화제,Fluazinam-50,젠토후론트,아그리젠토(주),살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남 액상수화제,Fluazinam-50,후론골드,인바이오(주),살균제,다5,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"2,000배",수확 45일 전까지,5회 이내
플루아지남.트리플록시스트로빈 수화제,Fluazinam-40Trifloxystrobin-20,균에센,인바이오(주),살균제,다5+다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"2,000배",수확 30일 전까지,3회 이내
플루아지남.프로피네브 수화제,Fluazinam-8propineb-42,낙화엔골드,(주)한얼싸이언스,살균제,다5+카,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,500배,수확 21일 전까지,3회 이내
플루아지남.피라클로스트로빈 액상수화제,Fluazinam-35Pyraclostrobin-8,힐링샷,(주)농협케미컬,살균제,다5+다3,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
플루퀸코나졸 수화제,fluquinconazole-25,카스텔란,성보화학(주),살균제,사1,사과,겹무늬썩음병,6월 중순부터 10일간격 경엽처리,"1,000배",수확 30일 전까지,5회 이내
플루퀸코나졸.테트라코나졸 유현탁제,Fluquinconazole-14Tetraconazole-7,질주,(주)팜한농,살균제,사1+사1,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"2,000배",수확 21일 전까지,4회 이내
플루퀸코나졸.트리플록시스트로빈 액상수화제,fluquinconazole-14trifloxystrobin-14,듬지칸,(주)팜한농,살균제,사1+다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"2,000배",수확 21일 전까지,4회 이내
플루퀸코나졸.프로클로라즈망가니즈 수화제,fluquinconazole-5prochloraz manganese complex-25,성보탄저박사,성보화학(주),살균제,사1+사1,사과,겹무늬썩음병,6월중순부터 10일간격 경엽처리,"1,000배",수확 30일 전까지,4회 이내
플루트리아폴 액상수화제,Flutriafol-20,클라웃,(주)농협케미컬,살균제,사1,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
플루트리아폴 입상수화제,Flutriafol-40,애니탄,성보화학(주),살균제,사1,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,"4,000배",수확 14일 전까지,3회 이내
플룩사피록사드.피라클로스트로빈 액상수화제,fluxapyroxad-4.6Pyraclostrobin-8.3,미리본,(주)팜한농,살균제,다2+다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"2,000배",수확 21일 전까지,4회 이내
피라클로스트로빈 액상수화제,pyraclostrobin-11,프로키온,한국삼공(주),살균제,다3,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,가우스,(주)신영아그로,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,골드마스터,(주)신농팜케미컬,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,골드마스터,(주)케이씨생명과학,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내 
피라클로스트로빈 입상수화제,Pyraclostrobin-20,골든밸런스,인바이오(주),살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,금탄,(주)신농팜케미컬,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,더블잽,(주)다보인터내셔널,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,래이피어,지넥스(주),살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,바빌론,에이치바이오텍,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,블루썬더,위즈팜,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,빅쇼,티아그로,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,사일러스,(주)천지인바이오텍,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,카브리오에이,(주)농협케미컬,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,pyraclostrobin-20,카브리오에이,(주)농협케미컬,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,pyraclostrobin-20,카브리오에이,한국바스프(주),살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,쾌청탄,(주)새한농,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배 ",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,피라미드,(주)한얼싸이언스,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,피라미드,(주)한얼싸이언스,살균제,다3,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈 입상수화제,Pyraclostrobin-20,흥행탄,㈜이엑스아이디,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 20일 전까지,5회 이내
피라클로스트로빈.테부코나졸 액상수화제,Pyraclostrobin-9Tebuconazole-9,포르투나,성보화학(주),살균제,다3+사1,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
피라클로스트로빈.플루아지남 액상수화제,Pyraclostrobin-8Fluazinam-36,피라플루,선문그린사이언스(주),살균제,다3+다5,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,"2,000배",수확 30일 전까지,3회 이내
피리벤카브 액상수화제,pyribencarb-20,선두주자,성보화학(주),살균제,다3,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
피리벤카브 입상수화제,Pyribencarb-40,판타지스타,(주)농협케미컬,살균제,다3,사과,겹무늬썩음병,6월상순부터 10일간격 경엽처리,"3,000배",수확 14일 전까지,4회 이내
피리벤카브.테부코나졸 액상수화제,Pyribencarb-10Tebuconazole-15,티업시,(주)농협케미컬,살균제,다3+사1,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
헥사코나졸 수화제,Hexaconazole-5,래피들리,인바이오(주),살균제,사1,사과,겹무늬썩음병,6월 중순부터 10일간격 수관처리,"2,500배",수확 21일 전까지,3회 이내
헥사코나졸 수화제,hexaconazole-5,푸지매,한국삼공(주),살균제,사1,사과,겹무늬썩음병,6월 중순부터 10일간격 수관처리,"2,500배",수확 21일 전까지,3회 이내
헥사코나졸 액상수화제,Hexaconazole-5,한빛,(주)경농,살균제,사1,사과,겹무늬썩음병,6월 중순부터 10일간격 경엽처리,"2,500배",수확 30일 전까지,5회 이내
헥사코나졸 액상수화제,hexaconazole-5,한빛,(주)경농,살균제,사1,사과,겹무늬썩음병,6월 중순부터 10일간격 경엽처리,"2,500배",수확 30일 전까지,5회 이내
헥사코나졸.테부코나졸 유제,Hexaconazole-1.5Tebuconazole-25,더블코나졸,(주)유일,살균제,사1+사1,사과,겹무늬썩음병,6월 상순부터 10일간격  경엽처리,"2,000배",수확 21일 전까지,4회 이내
헥사코나졸.피라클로스트로빈 유탁제,Hexaconazole-1Pyraclostrobin-10,헤드라인,(주)팜한농,살균제,사1+다3,사과,겹무늬썩음병,6월 상순부터 10일간격 경엽처리," 2,000배 ",수확 7일전,3회 이내
지베렐린에이포세븐 액제,Gibberellin A4+7-1.8,더빅,(주)대유,생장조정제,비대상,사과,과실비대촉진,"전체 만개시 1차, 5-7일 후 2차 수관전면처리","1,000배",-,-
펜티오피라드 액상수화제,Penthiopyrad-15,골드타임,(주)경농,살균제,다2,사과,과심곰팡이병,"개화직전, 낙화직후 경엽처리","2,000배",수확 21일전,3회 이내
피리벤카브 액상수화제,pyribencarb-20,선두주자,성보화학(주),살균제,다3,사과,과심곰팡이병,"개화직전, 낙화직후 경엽처리","2,000배",수확 14일전,3회 이내
결정석회황 합제,lime sulfur-36,결정석회황,인바이오(주),살충제,카,사과,깍지벌레,싹트기전 수관처리,30배,-,-
기계유 유제,machine oil-95,경농기계유,(주)경농,살충제,미분류,사과,깍지벌레,싹트기 7일전까지 수간처리,20배~25배,-,-
기계유 유제,machine oil-95,동방기계유,(주)동방아그로,살충제,미분류,사과,깍지벌레,싹트기 7일전까지 수간처리,20배~25배,-,-
기계유 유제,machine oil-95,미리자바,(주)대유,살충제,미분류,사과,깍지벌레,싹트기 7일전까지 수관처리,20~25배,-,-
기계유 유제,machine oil-95,삼공기계유,한국삼공(주),살충제,미분류,사과,깍지벌레,싹트기 7일전까지 처리,20~25배,-,-
기계유 유제,machine oil-95,선문기계유,선문그린사이언스(주),살충제,미분류,사과,깍지벌레,싹트기 7일전까지 처리,20~25배,-,-
기계유 유제,machine oil-95,아리기계유,(주)농협케미컬,살충제,미분류,사과,깍지벌레,싹트기 7일전까지 수간처리,20~25배,-,-
기계유 유제,machine oil-95,이비엠기계유,인바이오(주),살충제,미분류,사과,깍지벌레,싹트기 7일전까지 수간처리,20배~25배,-,-
기계유 유제,machine oil-95,팜한농기계유,(주)팜한농,살충제,미분류,사과,깍지벌레,싹트기 7일전까지 수간처리,20~25배,-,-
플루피라디퓨론 액제,flupyradifurone-17.09,시반토,바이엘크롭사이언스(주),살충제,4d,사과,꽃매미,다발생기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
아세타미프리드.뷰프로페진 유제,acetamiprid-4buprofezin-15,바람탄,(주)경농,살충제,4a+16,사과,나무좀류,발생초기 10일간격 수간처리,"1,000배",수확 21일 전까지,3회 이내
에스펜발러레이트.페니트로티온 수화제,esfenvalerate-1.25Fenitrothion(MEP)-15,신파마치온,(주)동방아그로,살충제,3a+1b,사과,"나무진딧물,사과혹진딧물",발생초기 경엽처리,"1,000배",수확 30일 전까지,3회 이내
디노테퓨란 수화제,dinotefuran-10,오신,(주)팜한농,살충제,4a,사과,노린재류,발생초기 10일간격 경엽처리,"1,000배",수확 14일 전까지,3회 이내
디노테퓨란 액제,dinotefuran-10,슐탄,(주)농협케미컬,살충제,4a,사과,노린재류,발생초기 10일간격 경엽처리,"1,000배",수확 14일 전까지,3회 이내
디노테퓨란 입상수화제,dinotefuran-20,팬텀,(주)농협케미컬,살충제,4a,사과,노린재류,발생초기 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
디노테퓨란.에토펜프록스 수화제,dinotefuran-5etofenprox-8,청실홍실,(주)농협케미컬,살충제,4a+3a,사과,노린재류,발생초기 10일간격 경엽처리,"1,000배",수확 21일 전까지,2회 이내
베타사이플루트린 유제,Beta-cyfluthrin-2.5,맨투맨,(주)팜한농,살충제,3a,사과,노린재류,발생초기 10일간격 경엽처리,"2,000배",수확 30일 전까지,3회 이내
뷰프로페진.디노테퓨란 수화제,buprofezin-20dinotefuran-15,검객,(주)팜한농,살충제,16+4a,사과,노린재류,발생초기 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
비펜트린 입상수화제,bifenthrin-8,캡처,(주)팜한농,살충제,3a,사과,노린재류,발생초기 10일간격 경엽처리,"4,000배",수확 7일 전까지,3회 이내
에토펜프록스 수화제,etofenprox-10,트레본,(주)팜한농,살충제,3a,사과,노린재류,발생초기 10일간격 경엽처리,"1,000배",수확 14일 전까지,3회 이내
에토펜프록스 유제,etofenprox-20,세베로,(주)경농,살충제,3a,사과,노린재류,발생초기 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
에토펜프록스.메톡시페노자이드 수화제,etofenprox-8methoxyfenozide-3.2,바로확,(주)팜한농,살충제,3a+18,사과,노린재류,발생초기 10일간격 경엽처리,"1,000배",수확 14일 전까지,3회 이내
클로티아니딘 액상수화제,clothianidin-8,빅카드,한국삼공(주),살충제,4a,사과,노린재류,발생초기 10일 간격 경엽처리,"2,000배",수확 7일 전까지,3회 이내
노발루론 액상수화제,Novaluron-10,라이몬,한국삼공(주),살충제,15,사과,대만총채벌레,발생초기 7일간격 경엽처리,"2,000배",수확 7일전 까지,3회 이내
스피네토람 입상수화제,spinetoram-5,델리게이트,(주)팜한농,살충제,5,사과,대만총채벌레,발생초기 7일간격 경엽처리,"4,000배",수확 14일 전까지,2회 이내
클로르페나피르 액상수화제,chlorfenapyr-10,섹큐어,(주)팜한농,살충제,13,사과,대만총채벌레,발생초기 7일간격 경엽처리,"2,000배",수확 30일 전까지,3회 이내
플룩사메타마이드 액상수화제,Fluxametamide-7,액스라지,(주)경농,살충제,30,사과,대만총채벌레,발생초기 7일간격 경엽처리,"2,000배",수확 14일전,2회 이내
노발루론 액상수화제,Novaluron-10,라이몬,한국마간(주),살충제,15,사과,매미나방,발생초기 경엽처리,"2,000배",수확 7일 전까지,3회 이내
노발루론 액상수화제,Novaluron-10,라이몬,한국삼공(주),살충제,15,사과,매미나방,발생초기 경엽처리,"2,000배",수확 7일 전까지,3회 이내
메타플루미존 유제,metaflumizone-20,벨스모,(주)경농,살충제,22b,사과,매미나방,발생초기 경엽처리,"2,000배",수확 21일 전까지,3회 이내
에마멕틴벤조에이트 유제,Emamectin benzoate-2.15,네이팜,(주)하나바이오,살충제,6,사과,매미나방,발생초기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
에마멕틴벤조에이트 유제,Emamectin benzoate-2.15,에마킹,㈜이엑스아이디,살충제,6,사과,매미나방,발생초기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
에마멕틴벤조에이트 유제,emamectin benzoate-2.15,코난,(주)한얼싸이언스,살충제,6,사과,매미나방,발생초기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
에마멕틴벤조에이트 유제,Emamectin benzoate-2.15,코난,(주)한얼싸이언스,살충제,6,사과,매미나방,발생초기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
클로란트라닐리프롤 수화제,chlorantraniliprole-4,프레바톤,(주)농협케미컬,살충제,28,사과,매미나방,발생초기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
티아클로프리드 액상수화제,Thiacloprid-10,다끄마,아진케미칼(주),살충제,4a,사과,매미나방,발생초기 경엽처리,"2,000배",수확 21일 전까지,3회 이내
티아클로프리드 액상수화제,thiacloprid-10,칼립소,바이엘크롭사이언스(주),살충제,4a,사과,매미나방,발생초기 경엽처리,"2,000배",수확 21일 전까지,3회 이내
티아클로프리드 액상수화제,Thiacloprid-10,큐티클,아그리젠토(주),살충제,4a,사과,매미나방,발생초기 경엽처리,"2,000배",수확 21일 전까지,3회 이내
피리달릴 유탁제,pyridalyl-10,알지오,(주)동방아그로,살충제,미분류,사과,매미나방,발생초기 경엽처리,"1,000배",수확 14일 전까지,3회 이내
메타플루미존 액상수화제,metaflumizone-20,앨버드,인바이오(주),살충제,22b,사과,매실애기잎말이나방,다발생기 경엽처리,"1,500배",수확 14일 전까지,3회 이내
메타플루미존 유제,metaflumizone-20,벨스모,(주)경농,살충제,22b,사과,매실애기잎말이나방,다발생기 경엽처리,"2,000배",수확 21일 전까지,3회 이내
메톡시페노자이드 액상수화제,methoxyfenozide-21,런너,(주)팜한농,살충제,18,사과,매실애기잎말이나방,다발생기 경엽처리,"4,000배",수확 21일 전까지,3회 이내
메톡시페노자이드.티아클로프리드 액상수화제,methoxyfenozide-8thiacloprid-8,에스지블루밍,한국삼공(주),살충제,18+4a,사과,매실애기잎말이나방,다발생기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
뷰프로페진.에토펜프록스 입상수화제,buprofezin-15etofenprox-8,알리바바,인바이오(주),살충제,16+3a,사과,매실애기잎말이나방,다발생기 경엽처리,"1,000배",수확 21일 전까지,3회 이내
사이안트라닐리프롤 유제,cyantraniliprole-5,프로큐어,(주)경농,살충제,28,사과,매실애기잎말이나방,다발생기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
아세타미프리드.루페뉴론 수화제,acetamiprid-8lufenuron-5,귀공자,(주)팜한농,살충제,4a+15,사과,매실애기잎말이나방,다발생기 경엽처리,"2,000배",수확 21일 전까지,3회 이내
클로란트라닐리프롤 수화제,chlorantraniliprole-4,프레바톤,(주)농협케미컬,살충제,28,사과,매실애기잎말이나방,다발생기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
클로르페나피르.에토펜프록스 유현탁제,Chlorfenapyr-3Etofenprox-8,달마지,(주)경농,살충제,13+3a,사과,매실애기잎말이나방,다발생기 경엽처리,"1,000배",수확 21일 전까지,2회 이내
클로르플루아주론.인독사카브 액상수화제,Chlorfluazuron-4Indoxacarb-3,힘나리,(주)경농,살충제,15+22a,사과,매실애기잎말이나방,다발생기 경엽처리,"2,000배",수확 30일 전까지,2회 이내
테부페노자이드 액상수화제,tebufenozide-20,미믹,(주)경농,살충제,18,사과,매실애기잎말이나방,다발생기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
비펜트린.클로란트라닐리프롤 액상수화제,Bifenthrin-2Chlorantraniliprole-4,판듀,(주)농협케미컬,살충제,3a+28,사과,미국선녀벌레,다발생기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
아바멕틴.비펜트린 액상수화제,Abamectin-1.5Bifenthrin-2,브리가드,(주)농협케미컬,살충제,6+3a,사과,미국선녀벌레,다발생기 경엽처리,"2,000배",수확 21일 전까지,3회 이내
아바멕틴.아세타미프리드 액상수화제,Abamectin-1.5Acetamiprid-8,충카트,팜아그로텍(주),살충제,6+4a,사과,미국선녀벌레,다발생기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
아바멕틴.플로니카미드 입상수화제,Abamectin-1.2Flonicamid-9.5,완타치,(주)한얼싸이언스,살충제,6+29,사과,미국선녀벌레,다발생기 경엽처리,"2,000배",수확 14일 전까지,2회 이내
아세타미프리드.뷰프로페진 액상수화제,Acetamiprid-5Buprofezin-20,깍지마기,(주)한얼싸이언스,살충제,4a+16,사과,미국선녀벌레,다발생기 경엽처리,"2,000배",수확 21일 전까지,3회 이내
플루피라디퓨론 액제,flupyradifurone-17.09,시반토,바이엘크롭사이언스(주),살충제,4d,사과,미국선녀벌레,다발생기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
피리플루퀴나존 액상수화제,pyrifluquinazon-6.5,팡파레에스,(주)경농,살충제,9b,사과,미국선녀벌레,다발생기 경엽처리,"2,000배",수확 14일전,3회 이내
노발루론 액상수화제,Novaluron-10,라이몬,한국마간(주),살충제,15,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 7일 전까지,3회 이내
노발루론 액상수화제,Novaluron-10,라이몬,한국삼공(주),살충제,15,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 7일 전까지,3회 이내
델타메트린.메톡시페노자이드 액상수화제,Deltamethrin-1.6Methoxyfenozide-8,아리활농,(주)경농,살충제,3a+18,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
델타메트린.티아클로프리드 액상수화제,deltamethrin-1.6thiacloprid-8,하이캇트,(주)경농,살충제,3a+4a,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배 ",수확 14일 전까지,3회 이내
델타메트린.티오디카브 액상수화제,deltamethrin-1thiodicarb-30,신기록-D,바이엘크롭사이언스(주),살충제,3a+1a,사과,복숭아순나방,발생초기 7일간격 경엽처리,"1,000배",수확 21일 전까지,3회 이내
디플루벤주론 수화제,diflubenzuron-25,디밀린,신젠타코리아(주),살충제,15,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,500배",수확 45일 전까지,3회 이내
디플루벤주론 입상수화제,Diflubenzuron-50,벤티드,(주)한얼싸이언스,살충제,15,사과,복숭아순나방,발생초기 7일간격 경엽처리,"5,000배",수확 21일 전까지,3회 이내
디플루벤주론 입상수화제,diflubenzuron-50,영일슈트,(주)농협케미컬,살충제,15,사과,복숭아순나방,발생초기 7일간격 경엽처리,"5,000배",수확 21일 전까지,3회 이내
디플루벤주론.람다사이할로트린 수화제,diflubenzuron-18lamda-cyhalothrin-1,라이플,인바이오(주),살충제,15+3a,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
디플루벤주론.설폭사플로르 입상수화제,Diflubenzuron-20sulfoxaflor-6.2,명검,한국삼공(주),살충제,15+4c,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
람다사이할로트린.루페뉴론 유제,cyhalothrin (lambda-)-1lufenuron-4,길라자비,성보화학(주),살충제,3a+15,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
람다사이할로트린.설폭사플로르 액제,Lambda-cyhalothrin-2sulfoxaflor-6.2,백만장자,(주)팜한농,살충제,3a+4c,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
루페뉴론 유제,lufenuron-5,매치,신젠타코리아(주),살충제,15,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 10일 전까지,3회 이내
루페뉴론 유제,Lufenuron-5,젠토나방킬,아그리젠토(주),살충제,15,사과,복숭아순나방,발생초 7일간격 경엽처리,"2,000배",수확 10일 전까지,3회 이내
루페뉴론 유제,lufenuron-5,파밤탄,(주)농협케미컬,살충제,15,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 10일 전까지,3회 이내
메타플루미존 유제,metaflumizone-20,벨스모,(주)경농,살충제,22b,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
메타플루미존 입상수화제,Metaflumizone-15,가수나방방,(주)경농,살충제,22b,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 14일 전까지,2회 이내
메톡시페노자이드.설폭사플로르 액상수화제,methoxyfenozide-8sulfoxaflor-6.2,포워드,(주)팜한농,살충제,18+4c,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
메톡시페노자이드.티아클로프리드 액상수화제,methoxyfenozide-8thiacloprid-8,에스지블루밍,한국삼공(주),살충제,18+4a,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
브로플라닐라이드 액상수화제,Broflanilide-5,모스킬,(주)동방아그로,살충제,30,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
비스트리플루론.에토펜프록스 유현탁제,bistrifluron-10etofenprox-15,자칼,(주)팜한농,살충제,15+3a,사과,복숭아순나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
비스트리플루론.플루벤디아마이드 액상수화제,bistrifluron-10flubendiamide-13,승승장구,(주)팜한농,살충제,15+28,사과,복숭아순나방,발생초기 7일간격 경엽처리,"4,000배",수확 14일 전까지,3회 이내
